KPD_SIFRA	NAZIV	SEKTOR	RAZINA	FINALNA
10.20.42	Ostali nejestivi proizvodi od riba, rakova, mekušaca ili drugih vodenih beskralježnjaka ili morskih algi	C	5	DA
10.20.91	Dimljenje i druge usluge konzerviranja i pripremanja u proizvodnji ribljih proizvoda	C	5	DA
10.20.99	Podugovarateljski poslovi kao dio prerade i konzerviranja riba, rakova i mekušaca	C	5	DA
10.31.11	Krumpir, zamrznut	C	5	DA
10.31.12	Sušeni krumpir, rezan ili ne, u ploškama ili ne, ali dalje nepripremljen	C	5	DA
10.31.13	Sušeni krumpir, u obliku brašna, krupice, pahuljica, granula i peleta	C	5	DA
10.31.14	Krumpir, pripremljen ili konzerviran	C	5	DA
10.31.91	Kuhanje i ostale usluge pripremanja krumpira i proizvoda od krumpira	C	5	DA
10.31.99	Podugovarateljski poslovi kao dio prerade i konzerviranja krumpira	C	5	DA
10.32.11	Sok od rajčice	C	5	DA
10.32.12	Sok od naranče	C	5	DA
10.32.13	Sok od grejpfruta	C	5	DA
10.32.14	Sok od ananasa	C	5	DA
10.32.15	Sok od grožđa	C	5	DA
10.32.16	Sok od jabuke	C	5	DA
10.32.17	Miješani sokovi, od voća i povrća	C	5	DA
10.32.18	Ostali sokovi od voća i povrća	C	5	DA
10.32.99	Podugovarateljski poslovi kao dio proizvodnje sokova od voća i povrća	C	5	DA
10.39.11	Povrće, zamrznuto	C	5	DA
10.39.12	Povrće, privremeno konzervirano	C	5	DA
10.39.13	Povrće, sušeno	C	5	DA
10.39.14	Narezano i pakirano povrće i voće	C	5	DA
10.39.15	Grah, konzerviran, ali ne u octu ili octenoj kiselini, osim pripremljenih jela od povrća	C	5	DA
10.39.16	Grašak, konzerviran, ali ne u octu ili octenoj kiselini, osim pripremljenih jela od povrća	C	5	DA
10.39.17	Ostalo povrće (osim krumpira), konzervirano, ali ne u octu ili octenoj kiselini, osim pripremljenih jela od povrća	C	5	DA
10.39.18	Povrće (osim krumpira), voće, orašasti plodovi i ostali jestivi dijelovi biljaka, pripremljeni ili konzervirani u octu ili octenoj kiselini	C	5	DA
10.39.21	Voće i orašasti plodovi, nekuhani ili kuhani, zamrznuti	C	5	DA
10.39.22	Džemovi, voćni želei te pire i paste od voća ili orašastih plodova	C	5	DA
10.39.23	Orašasti plodovi i kikiriki, prženi, soljeni ili drugačije pripremljeni	C	5	DA
10.39.24	Voće i orašasti plodovi, privremeno konzervirani, neprikladni za neposrednu konzumaciju	C	5	DA
10.39.25	Kikiriki i orašasti plodovi, neljušteni	C	5	DA
10.39.26	Ostalo pripremljeno, sušeno ili konzervirano voće i orašasti plodovi	C	5	DA
10.39.30	Biljni materijali i biljni otpaci, biljni ostaci i nusproizvodi	C	5	DA
10.39.91	Kuhanje i ostale usluge pripremanja za konzerviranje voća i povrća	C	5	DA
10.39.99	Podugovarateljski poslovi kao dio prerade i konzerviranja ostalog voća i povrća	C	5	DA
10.41.11	Stearin od svinjske masti, ulje od svinjske masti, oleostearin, oleo ulje i ulje od loja, neemulgirani, nemiješani niti na drugi način pripremljeni	C	5	DA
10.41.12	Ulja i masti te njihove frakcije od riba i morskih sisavaca	C	5	DA
10.41.13	Ostala životinjska ulja i masti te njihove frakcije, rafinirani ili nerafinirani, ali kemijski nemodificirani	C	5	DA
10.41.21	Sirovo ulje kikirikija	C	5	DA
10.41.22	Sirovo maslinovo ulje	C	5	DA
10.41.23	Sirovo ulje od sjemena suncokreta	C	5	DA
10.41.24	Sirovo ulje repice, kolze i gorušice	C	5	DA
10.41.25	Sirovo palmino ulje	C	5	DA
10.41.26	Ostala sirova biljna ulja	C	5	DA
10.41.30	Pamučni linters	C	5	DA
10.41.41	Uljane pogače i ostali kruti ostaci biljnih ulja i masti;	C	5	DA
10.41.42	Brašno i krupica od uljanog sjemenja i plodova, osim od gorušice	C	5	DA
10.41.51	Sojino ulje i njegove frakcije, rafinirani, ali kemijski nemodificirani	C	5	DA
10.41.52	Ulje kikirikija i njegove frakcije, rafinirani, ali kemijski nemodificirani	C	5	DA
10.41.53	Maslinovo ulje i njegove frakcije, rafinirani, ali kemijski nemodificirani	C	5	DA
10.41.54	Ulje od sjemena suncokreta i njegove frakcije, rafinirani, ali kemijski nemodificirani	C	5	DA
10.41.55	Ulje od sjemena pamuka i njegove frakcije, rafinirani, ali kemijski nemodificirani	C	5	DA
10.41.56	Ulje repice, kolze i gorušice i njihove frakcije, rafinirani, ali kemijski nemodificirani	C	5	DA
10.41.57	Palmino ulje i njegove frakcije, rafinirani, ali kemijski nemodificirani	C	5	DA
10.41.58	Kokosovo ulje i njegove frakcije, rafinirani, ali kemijski nemodificirani	C	5	DA
10.41.59	Ostala ulja i njihove frakcije, rafinirani, ali kemijski nemodificirani; čvrste biljne masti i ostala biljna ulja (osim kukuruznog ulja) te njihove frakcije, d. n., rafinirani, ali kemijski nemodificirani	C	5	DA
10.41.60	Biljne ili životinjske masti i ulja te njihove frakcije, hidrogenirani, esterificirani, ali dalje nepripremljeni	C	5	DA
10.41.71	Biljni voskovi	C	5	DA
10.41.72	Degras; ostaci od prerade masnih tvari i životinjskih ili biljnih voskova	C	5	DA
10.41.99	Podugovarateljski poslovi kao dio proizvodnje ulja i masti	C	5	DA
10.42.10	Margarin i slične jestive masti	C	5	DA
10.42.99	Podugovarateljski poslovi kao dio proizvodnje margarina i sličnih jestivih masti	C	5	DA
10.51.21	Obrano mlijeko i vrhnje u prahu	C	5	DA
10.51.22	Punomasno mlijeko i vrhnje u prahu	C	5	DA
10.51.30	Maslac i mliječni namazi	C	5	DA
10.51.40	Sir i skuta	C	5	DA
10.51.51	Mlijeko i vrhnje, koncentrirani ili zaslađeni šećerom i drugim sladilima, osim u krutim oblicima	C	5	DA
10.51.52	Jogurt i ostalo fermentirano ili zakiseljeno mlijeko i vrhnje	C	5	DA
10.51.53	Napitci na bazi mlijeka	C	5	DA
10.51.54	Kazein	C	5	DA
10.51.55	Laktoza i laktozni sirup	C	5	DA
10.51.56	Surutka	C	5	DA
10.51.59	Ostali mliječni proizvodi, d. n.	C	5	DA
10.51.99	Podugovarateljski poslovi kao dio proizvodnje proizvoda od mlijeka i sira	C	5	DA
10.52.10	Sladoled i ostali jestivi ledeni proizvodi	C	5	DA
10.52.99	Podugovarateljski poslovi kao dio proizvodnje sladoleda i ostalih jestivih ledenih proizvoda	C	5	DA
10.61.11	Oljuštena riža (smeđa)	C	5	DA
10.61.12	Riža, polubijela ili bijela ili lomljena	C	5	DA
10.61.21	Brašno od pšenice ili suražice	C	5	DA
10.61.22	Brašno od ostalih žitarica	C	5	DA
10.61.23	Brašno i krupica od povrća	C	5	DA
10.61.24	Mješavine i tijesto za pripremu pekarskih proizvoda	C	5	DA
10.61.31	Prekrupa i krupica od pšenice	C	5	DA
10.61.32	Ostala prekrupa, krupica i pelete od žitarica	C	5	DA
10.61.33	Žitarice za doručak i ostali proizvodi od žitarica	C	5	DA
10.61.40	Posije (mekinje) i drugi ostaci od obrade žitarica	C	5	DA
10.61.99	Podugovarateljski poslovi kao dio proizvodnje mlinskih proizvoda	C	5	DA
10.62.11	Škrob; inulin; pšenični gluten; dekstrini i drugi modificirani škrobovi	C	5	DA
10.62.12	Tapioka i njezini nadomjesci pripremljeni od škroba, u obliku pahuljica, zrnaca i slično	C	5	DA
10.62.13	Glukoza i glukozni sirup; fruktoza i fruktozni sirup; invertni šećer; ostali šećeri i šećerni sirupi	C	5	DA
10.62.14	Kukuruzno ulje	C	5	DA
10.62.20	Ostaci od proizvodnje škroba i slični ostaci	C	5	DA
10.62.99	Podugovarateljski poslovi kao dio proizvodnje škroba i škrobnih proizvoda	C	5	DA
10.71.11	Svježi kruh	C	5	DA
10.71.12	Svježa peciva i kolači	C	5	DA
10.71.99	Podugovarateljski poslovi kao dio proizvodnje kruha, svježih peciva i sličnih proizvoda te kolača	C	5	DA
10.72.11	Hruskavi kruh (krisp), dvopek, tostirani kruh i slični prepečeni proizvodi	C	5	DA
10.72.12	Medenjaci i slični proizvodi; slatki keksi; vafli i oblate	C	5	DA
10.72.13	Ostali suhi i trajni pekarski proizvodi	C	5	DA
10.72.99	Podugovarateljski poslovi kao dio proizvodnje dvopeka, keksa, trajnih peciva i kolača	C	5	DA
10.73.11	Makaroni, rezanci, kuskus i slična tjestenina	C	5	DA
10.73.12	Kuskus	C	5	DA
10.73.99	Podugovarateljski poslovi kao dio proizvodnje makarona, rezanaca, kuskusa i sličnih tjestenina	C	5	DA
10.81.11	Sirovi šećer od šećerne trske ili šećerne repe, u krutom stanju	C	5	DA
10.81.12	Rafinirani šećer od šećerne trske ili šećerne repe te kemijski čista saharoza, u krutom stanju, bez dodanih tvari za aromatizaciju ili za bojenje	C	5	DA
10.81.13	Rafinirani šećer od šećerne trske ili šećerne repe, s dodanim tvarima za aromatizaciju ili za bojenje; šećer i sirup od javora	C	5	DA
10.81.14	Melase	C	5	DA
10.81.20	Rezanci šećerne repe, otpaci od šećerne trske i ostali otpaci od proizvodnje šećera	C	5	DA
10.81.99	Podugovarateljski poslovi kao dio proizvodnje šećera	C	5	DA
10.82.11	Kakaova pasta, odmašćena ili neodmašćena	C	5	DA
10.82.12	Kakaov maslac, mast i ulje od kakaa	C	5	DA
10.82.13	Kakaov prah bez dodanog šećera ili drugih sladila	C	5	DA
10.82.14	Kakaov prah s dodanim šećerom ili drugim sladilima	C	5	DA
10.82.21	Čokolada i pripravci koji sadržavaju kakao (osim zaslađenog kakaova praha), u rasutom stanju	C	5	DA
10.82.22	Čokolada i pripravci koji sadržavaju kakao (osim zaslađenog kakaova praha), osim u rasutom stanju	C	5	DA
10.82.23	Proizvodi od šećera koji ne sadržavaju kakao	C	5	DA
10.82.24	Voće, orašasti plodovi, kore od voća i drugi dijelovi biljaka, konzervirani u šećeru	C	5	DA
10.82.30	Ljuske, kore, opne i ostali otpaci od kakaa	C	5	DA
10.82.99	Podugovarateljski poslovi kao dio proizvodnje kakao, čokoladnih proizvoda i proizvoda od šećera	C	5	DA
10.83.11	Kava, bez kofeina ili pržena	C	5	DA
10.83.12	Nadomjesci kave; ekstrakti, esencije i koncentrati kave ili nadomjestaka kave; ljuske i opne od kave	C	5	DA
10.83.14	Ekstrakti, esencije, koncentrati i preparati čaja ili mate-čaja	C	5	DA
10.83.15	Biljni ekstrakti	C	5	DA
10.83.99	Podugovarateljski poslovi kao dio prerade čaja i kave	C	5	DA
10.84.11	Ocat i nadomjesci octa dobiveni od octene kiseline	C	5	DA
10.84.12	Umaci; miješani dodaci jelima i miješani začini; brašno i krupica od gorušice i pripremljena gorušica (senf)	C	5	DA
10.84.21	Papar (vrsta Piper), prerađeni	C	5	DA
10.84.22	Čili i papar, suhi (vrsta Capiscum), prerađeni	C	5	DA
10.84.23	Cimet (Canella), prerađeni; ostali prerađeni začini	C	5	DA
10.84.30	Sol za jelo	C	5	DA
10.84.99	Podugovarateljski poslovi kao dio proizvodnje začina i drugih dodataka hrani	C	5	DA
10.85.11	Gotova jela na bazi mesa, jestivih mesnih otpadaka i ostataka ili krvi	C	5	DA
10.85.12	Gotova jela na bazi ribe, rakova i mekušaca	C	5	DA
10.85.13	Gotova jela na bazi povrća	C	5	DA
10.85.14	Gotova jela na bazi tjestenine	C	5	DA
10.85.15	Ostala gotova hrana i jela	C	5	DA
10.85.99	Podugovarateljski poslovi kao dio proizvodnje gotove hrane i jela	C	5	DA
10.86.10	Homogenizirani prehrambeni pripravci i dijetetska hrana	C	5	DA
10.86.99	Podugovarateljski poslovi kao dio proizvodnje homogeniziranih prehrambenih pripravaka i dijetetske hrane	C	5	DA
10.89.11	Juhe, uključujući mesne, i pripravci za juhe	C	5	DA
10.89.12	Jaja, bez ljuske, i žumanjci, svježi ili konzervirani; jaja u ljusci, konzervirana ili kuhana; albumin od jaja	C	5	DA
10.89.13	Kvasci (aktivni ili neaktivni); ostali jednostanični mikroorganizmi, mrtvi; pripremljeni prašci za peciva	C	5	DA
10.89.14	Ekstrakti i sokovi od mesa, riba i vodenih beskralježnjaka	C	5	DA
10.89.15	Biljni sokovi i ekstrakti; pektinske tvari; biljne sluzi i zgušnjivači	C	5	DA
10.89.16	Pripremljeni pokvarljivi prehrambeni proizvodi kao što su sendviči i svježa pizza	C	5	DA
10.89.17	Dodaci ljudskoj prehrani	C	5	DA
10.89.19	Ostali raznovrsni prehrambeni proizvodi, d. n.	C	5	DA
10.89.99	Podugovarateljski poslovi kao dio proizvodnje ostalih prehrambenih proizvoda, d. n.	C	5	DA
10.91.10	Pripremljena stočna hrana, osim brašna i peleta od lucerne	C	5	DA
10.91.20	Brašno i pelete od lucerne (alfalfe)	C	5	DA
10.91.30	Pripremljena hrana za akvakulturu, osim brašna i peleta od lucerne	C	5	DA
10.91.99	Podugovarateljski poslovi kao dio proizvodnje pripremljene stočne hrane	C	5	DA
10.92.10	Pripremljena hrana za kućne ljubimce	C	5	DA
10.92.99	Podugovarateljski poslovi kao dio proizvodnje pripremljene hrane za kućne ljubimce	C	5	DA
11.01.10	Destilirana, pročišćena i miješana alkoholna pića	C	5	DA
11.01.99	Podugovarateljski poslovi kao dio proizvodnje destiliranih, pročišćenih i miješanih alkoholnih pića	C	5	DA
11.02.11	Pjenušavo vino od svježega grožđa	C	5	DA
11.02.12	Vino od svježega grožđa, osim pjenušavoga vina; mošt od grožđa	C	5	DA
11.02.20	Vino, bezalkoholno	C	5	DA
11.02.30	Vinski talog; vinski kamen	C	5	DA
11.02.99	Podugovarateljski poslovi kao dio proizvodnje vina od grožđa	C	5	DA
11.03.10	Ostala fermentirana pića (npr. jabukovača, kruškovača, medovina); miješana pića koja sadržavaju alkohol	C	5	DA
11.03.99	Podugovarateljski poslovi kao dio proizvodnje ostalih fermentiranih pića (npr. jabukovača, kruškovača, medovina); miješana pića koja sadržavaju alkohol	C	5	DA
11.04.10	Ostala nedestilirana fermentirana pića	C	5	DA
11.04.99	Podugovarateljski poslovi kao dio proizvodnje ostalih nedestiliranih fermentiranih pića	C	5	DA
11.05.11	Pivo, alkoholno	C	5	DA
11.05.12	Pivo, bezalkoholno	C	5	DA
11.05.20	Talog i otpaci iz pivovara	C	5	DA
11.05.99	Podugovarateljski poslovi kao dio proizvodnje piva te taloga i otpadaka iz pivovara	C	5	DA
11.06.10	Slad	C	5	DA
11.06.99	Podugovarateljski poslovi kao dio proizvodnje slada	C	5	DA
11.07.11	Mineralne i gazirane vode, nezaslađene i nearomatizirane	C	5	DA
11.07.12	Ostala bezalkoholna pića	C	5	DA
11.07.99	Podugovarateljski poslovi kao dio proizvodnje osvježavajućih napitaka i flaširane vode	C	5	DA
12.00.11	Cigare, cigarilosi i cigarete, od duhana ili nadomjestaka duhana	C	5	DA
12.00.12	Sušeni, ižiljeni listovi duhana	C	5	DA
12.00.13	Ostali prerađeni duhan i nadomjesci duhana; homogenizirani i rekonstruirani duhan; duhanski ekstrakti i esencije	C	5	DA
12.00.20	Duhanski otpaci	C	5	DA
12.00.99	Podugovarateljski poslovi kao dio proizvodnje duhanskih proizvoda	C	5	DA
13.10.10	Vunene masti	C	5	DA
13.10.21	Sirova svila, nepredena	C	5	DA
13.10.22	Vuna, odmašćena ili karbonizirana, negrebenana ili nečešljana	C	5	DA
13.10.23	Iščešak od vune ili fine životinjske dlake	C	5	DA
13.10.24	Vuna i fina ili gruba životinjska dlaka, grebenana ili češljana	C	5	DA
13.10.25	Pamuk, grebenani ili češljani	C	5	DA
13.10.26	Juta i ostala tekstilna likova vlakna, prerađena, ali nepredena	C	5	DA
13.10.27	Ostala biljna tekstilna vlakna, prerađena, ali nepredena	C	5	DA
13.10.31	Sintetička rezana vlakna, grebenana, češljana ili na drugi način pripremljena za predenje	C	5	DA
13.10.32	Umjetna rezana vlakna, grebenana, češljana ili na drugi način pripremljena za predenje	C	5	DA
13.10.40	Svilena pređa i pređa od svilenih otpadaka	C	5	DA
13.10.50	Pređa od vune, pripremljena ili nepripremljena za maloprodaju; pređa od fine ili grube životinjske dlake ili konjske dlake	C	5	DA
13.10.61	Pamučna pređa (osim konca za šivanje)	C	5	DA
13.10.62	Pamučni konac za šivanje	C	5	DA
13.10.71	Lanena pređa	C	5	DA
13.10.72	Pređa od jute ili ostalih tekstilnih likovih vlakana; pređa od ostalih biljnih tekstilnih vlakana; papirna pređa	C	5	DA
13.10.81	Pređa od sintetičkih ili umjetnih filamenata, višestruka ili u obliku konopa (osim konca za šivanje, pređe velike čvrstoće od poliamida, poliestera ili viskoznog rajona), nepripremljena za maloprodaju; pređa od sintetičkih ili umjetnih filamenata (osim konca za šivanje), pripremljena za maloprodaju	C	5	DA
13.10.84	Pređa (osim konca za šivanje), od umjetnih rezanih vlakana	C	5	DA
13.10.85	Šivaća pređa i konac za šivanje od umjetnih i sintetičkih filamenata i vlakana	C	5	DA
13.10.91	Raščupani tekstilni materijali od vune ili od fine ili grube životinjske dlake	C	5	DA
13.10.92	Raščupani tekstilni materijali i ostali otpaci od pamuka	C	5	DA
13.10.93	Usluge pripremanja prirodnih tekstilnih vlakna	C	5	DA
13.10.99	Podugovarateljski poslovi kao dio proizvodnje pređe i konca	C	5	DA
13.20.11	Svilene tkanine ili tkanine od svilenih otpadaka	C	5	DA
13.20.12	Tkanine od grebenane ili češljane vune ili od fine ili grube životinjske dlake ili konjske dlake	C	5	DA
13.20.13	Lanene tkanine	C	5	DA
13.20.14	Tkanine od jute i ostalih tekstilnih likovih vlakana	C	5	DA
13.20.15	Tkanine od ostalih biljnih tekstilnih vlakana; tkanine od papirne pređe	C	5	DA
13.20.20	Pamučne tkanine	C	5	DA
13.20.31	Tkanine od sintetičke i umjetne filamentne pređe	C	5	DA
13.20.32	Tkanine od sintetičkih rezanih vlakana	C	5	DA
13.20.33	Tkanine od umjetnih rezanih vlakana	C	5	DA
13.20.41	Tkanine s florom (baršunaste tkanine) i šenil-pređa (osim frotira i uskih tkanina)	C	5	DA
13.20.42	Frotir tkanine za ručnike i slične frotir tkanine od pamuka (osim uskih tkanina)	C	5	DA
13.20.43	Ostale frotir tkanine za ručnike i slične frotir tkanine (osim uskih tkanina)	C	5	DA
13.20.44	Gaza (osim uskih tkanina)	C	5	DA
13.20.45	Tkanine dobivene taftingom, osim sagova	C	5	DA
13.20.50	Umjetno krzno dobiveno tkanjem	C	5	DA
13.20.99	Podugovarateljski poslovi kao dio proizvodnje tkanina	C	5	DA
13.30.01	Usluge bijeljenja i bojenja tekstilnih vlakana i pređe	C	5	DA
13.30.02	Usluge bijeljenja tkanina i tekstilnih proizvoda	C	5	DA
13.30.03	Usluge bojenja tkanina i tekstilnih proizvoda	C	5	DA
13.30.04	Ostale usluge dovršavanja tekstila i tekstilnih proizvoda	C	5	DA
13.91.11	Tkanine s florom i frotir tkanine, pletene i kukičane	C	5	DA
13.91.12	Ostale pletene i kukičane tkanine	C	5	DA
13.91.99	Podugovarateljski poslovi kao dio proizvodnje pletenih i kukičanih tkanina	C	5	DA
13.92.11	Pokrivači i prostirke za izlete, osim električnih pokrivača	C	5	DA
13.92.12	Posteljno rublje	C	5	DA
13.92.13	Stolno rublje	C	5	DA
13.92.14	Toaletno i kuhinjsko rublje	C	5	DA
13.92.15	Zavjese i unutarnje platnene rolete; ukrasne draperije za prozore i krevete	C	5	DA
13.92.16	Ostali proizvodi za pokućstvo; kompleti od tkanine i pređe za izradu prostirki, tapiserija i slično	C	5	DA
13.92.21	Vreće i vrećice za pakiranje robe	C	5	DA
13.92.22	Popluni, perine, jastuci, jastučići, vreće za spavanje i slično, s oprugama ili punjeni ili iznutra obloženi bilo kakvim materijalom ili od celularne gume ili plastične mase	C	5	DA
13.92.29	Ostali gotovi tekstilni proizvodi, d. n.	C	5	DA
13.92.99	Podugovarateljski poslovi kao dio proizvodnje tekstilnih proizvoda za kućanstvo i gotovih proizvoda za pokućstvo	C	5	DA
13.93.11	Sagovi i ostale tekstilne prostirke za pod, uzlani	C	5	DA
13.93.12	Sagovi i ostale tekstilne prostirke za pod, tkani, nedobiveni taftingom niti flokirani	C	5	DA
13.93.13	Sagovi i ostale tekstilne prostirke za pod, dobiveni taftingom	C	5	DA
13.93.14	Ostali sagovi i tekstilne prostirke za pod	C	5	DA
13.93.99	Podugovarateljski poslovi kao dio proizvodnje tepiha i sagova	C	5	DA
13.94.11	Upleteni konac, užad, konopci i kablovi od jute ili drugih tekstilnih likovih vlakana	C	5	DA
13.94.12	Uzlani mrežasti proizvodi od upletenoga konca, užadi i konopaca; gotove ribarske i ostale mreže; ostali proizvodi od pređe i vrpce	C	5	DA
13.94.20	Krpe, ostaci upletenoga konca, užadi, konopca, kablova i neupotrebljivi proizvodi od tekstilnih materijala	C	5	DA
13.94.99	Podugovarateljski poslovi kao dio proizvodnje užadi, konopaca, upletenoga konca i mreža	C	5	DA
13.95.10	Netkani tekstil i netkani proizvodi	C	5	DA
13.95.99	Podugovarateljski poslovi kao dio proizvodnje netkanog tekstila i netkanih proizvoda	C	5	DA
13.96.11	Metalizirana pređa ili metalizirana obavijena pređa	C	5	DA
13.96.12	Ostale tkanine od metalnih niti i tkanine od metalizirane pređe	C	5	DA
13.96.13	Niti i kord od gume prekriveni tekstilom; tekstilna pređa i vrpce, impregnirane ili prekrivene gumom ili plastičnom masom	C	5	DA
13.96.14	Ostale tekstilne tkanine, impregnirane, prevučene ili prekrivene	C	5	DA
13.96.15	Kord tkanine za autogume od najlonske pređe ili drugih poliamida, poliestera ili viskoznog rajona, velike čvrstoće	C	5	DA
13.96.16	Tekstilni proizvodi i predmeti za tehničku uporabu	C	5	DA
13.96.17	Uske tkanine; uski materijali koji se sastoje samo od niti osnove koje su međusobno slijepljene (bolducs); ukrasne vrpce i slično	C	5	DA
13.96.18	Tkanine od staklenih vlakana	C	5	DA
13.96.21	Cerade, nadstrešnice i vanjski platneni zastori; jedra za plovila, daske za jedrenje i suhozemna vozila; šatori i oprema za kampiranje	C	5	DA
13.96.22	Padobrani i padobranska krila (rotošuti); njihovi dijelovi	C	5	DA
13.96.99	Podugovarateljski poslovi kao dio proizvodnje ostalog tehničkog i industrijskog tekstila	C	5	DA
13.99.11	Til i drugi mrežasti materijali, osim tkanih, pletenih ili kukičanih materijala; čipka u metraži, vrpcama ili motivima	C	5	DA
13.99.12	Vez u metraži, vrpcama ili motivima	C	5	DA
13.99.13	Pust (filc), prevučen, prekriven ili laminiran	C	5	DA
13.99.15	Obavijena pređa i vrpce; šenil-pređa; efektna pređa s petljama	C	5	DA
13.99.16	Punjeni tekstilni proizvodi u metraži	C	5	DA
13.99.19	Ostali materijali i tekstilni proizvodi, d. n.	C	5	DA
13.99.99	Podugovarateljski poslovi kao dio proizvodnje ostalog tekstila, d. n.	C	5	DA
14.10.11	Čarape s gaćicama, čarape s gaćicama bez stopala, čarape, kratke čarape i druge čarape (osim gradiranih steznih čarapa), pletene ili kukičane	C	5	DA
14.10.12	Gradirane stezne čarape	C	5	DA
14.10.21	Gaće, noćne košulje, pidžame, ogrtači za kupanje, kućni ogrtači i slični proizvodi za muškarce ili dječake, pleteni ili kukičani	C	5	DA
14.10.22	Kombinei, podsuknje, gaćice, spavaćice, pidžame, jutarnje haljine, ogrtači za kupanje, kućni ogrtači i slični proizvodi, za žene ili djevojčice, pleteni ili kukičani	C	5	DA
14.10.23	T-majice, potkošulje i druge majice bez rukava, pletene ili kukičane	C	5	DA
14.10.31	Košulje za muškarce ili dječake, pletene ili kukičane	C	5	DA
14.10.32	Kaputi, kratki kaputi, pelerine, ogrtači, anoraci, vjetrovke, bluzoni i slični proizvodi, za muškarce ili dječake, pleteni ili kukičani	C	5	DA
14.10.33	Odijela, kompleti, jakne, sakoi (blejzeri), hlače, hlače s plastronom i naramenicama, hlače stisnute ispod koljena i kratke hlače, za muškarce ili dječake, pleteni ili kukičani	C	5	DA
14.10.41	Bluze, košulje i košulje-bluze za žene ili djevojčice, pletene ili kukičane	C	5	DA
14.10.42	Kaputi, kratki kaputi, pelerine, ogrtači, anoraci, vjetrovke, bluzoni i slični proizvodi, za žene ili djevojčice, pleteni ili kukičani	C	5	DA
14.10.43	Kostimi, kompleti, jakne, sakoi (blejzeri), haljine, suknje, suknje-hlače, hlače, hlače s plastronom i naramenicama, hlače stisnute ispod koljena i kratke hlače, za žene ili djevojčice, pleteni ili kukičani	C	5	DA
14.10.51	Džemperi, puloveri, prsluci i slični proizvodi, pleteni ili kukičani	C	5	DA
14.10.52	Odjeća za dojenčad i malu djecu, pletena ili kukičana	C	5	DA
14.10.53	Trenirke, skijaška odijela, kupaće gaće i kostimi i ostala odjeća za sport i rekreaciju, pletena ili kukičana	C	5	DA
14.10.99	Podugovarateljski poslovi kao dio proizvodnje pletene i kukičane odjeće	C	5	DA
14.21.11	Kaputi, kišni kaputi, kratki kaputi, pelerine, ogrtači, anoraci, vjetrovke, bluzoni i slični proizvodi, od tkanina, za muškarce ili dječake, osim pletenih ili kukičanih	C	5	DA
14.21.12	Odijela i kompleti od tkanina, za muškarce ili dječake, osim pletenih ili kukičanih	C	5	DA
14.21.13	Jakne i sakoi od tkanina, za muškarce ili dječake, osim pletenih ili kukičanih	C	5	DA
14.21.14	Hlače, hlače s plastronom i naramenicama, hlače stisnute ispod koljena i kratke hlače, od tkanina, za muškarce ili dječake, osim pletenih ili kukičanih	C	5	DA
14.21.15	Košulje i T-majice od tkanina, za muškarce ili dječake, osim pletenih ili kukičanih	C	5	DA
14.21.21	Kaputi, kratki kaputi, pelerine, ogrtači, anoraci, vjetrovke, bluzoni i slični proizvodi, od tkanina, za žene ili djevojčice, osim pletenih ili kukičanih	C	5	DA
14.21.22	Odijela i kompleti od tkanina, za žene ili djevojčice, osim pletenih ili kukičanih	C	5	DA
14.21.23	Jakne i sakoi od tkanina, za žene ili djevojčice, osim pletenih ili kukičanih	C	5	DA
14.21.24	Haljine, suknje i suknje-hlače od tkanina, za žene ili djevojčice, osim pletenih ili kukičanih	C	5	DA
14.21.25	Hlače, hlače s plastronom i naramenicama, hlače stisnute ispod koljena i kratke hlače, od tkanina, za žene ili djevojčice, osim pletenih ili kukičanih	C	5	DA
14.21.26	Bluze, košulje, košulje-bluze i T-majice, od tkanina, za žene ili djevojčice, osim pletenih ili kukičanih	C	5	DA
14.21.30	Vanjska odjeća za dojenčad i malu djecu, osim pletene ili kukičane	C	5	DA
14.21.99	Podugovarateljski poslovi kao dio proizvodnje vanjske odjeće	C	5	DA
14.22.11	Potkošulje, majice bez rukava i ostale majice, gaće, noćne košulje, pidžame, ogrtači za kupanje, odjeća za plivanje, kućni ogrtači i slični proizvodi, od tkanina, za muškarce ili dječake, osim pletenih ili kukičanih	C	5	DA
14.22.12	Potkošulje, majice bez rukava i ostale majice, kombinei, podsuknje, gaće, spavaćice, pidžame, jutarnje haljine, ogrtači za kupanje, odjeća za plivanje, kućni ogrtači i slični proizvodi, od tkanina, za žene ili djevojčice, osim pletenih i kukičanih	C	5	DA
14.22.13	Grudnjaci, steznici, korzeti, naramenice, podvezice za čarape i slični proizvodi i njihovi dijelovi, pleteni ili kukičani ili ne	C	5	DA
14.22.14	Rublje za dojenčad i malu djecu, od tkanine, osim pletenog ili kukičanog	C	5	DA
14.22.99	Podugovarateljski poslovi kao dio proizvodnje rublja, osim pletenog ili kukičanog	C	5	DA
14.23.11	Muški radni kompleti, jakne i sakoi (blejzeri), kao dio radne odjeće	C	5	DA
14.23.12	Muške radne hlače, radne hlače s plastronom i naramenicama, hlače stisnute ispod koljena i kratke hlače, kao dio radne odjeće	C	5	DA
14.23.21	Ženski radni kompleti, jakne i sakoi (blejzeri), kao dio radne odjeće	C	5	DA
14.23.22	Ženske radne hlače, radne hlače s plastronom i naramenicama, hlače stisnute ispod koljena i kratke hlače, kao dio radne odjeće	C	5	DA
14.23.30	Ostala radna odjeća	C	5	DA
